id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
33212,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Sepia Women Black Top
4989,Women,Apparel,Bottomwear,Shorts,Green,Summer,2011.0,Casual,Gini and Jony Girl's Fenil Bright Green Kidswear
56685,Women,Apparel,Saree,Sarees,Black,Fall,2012.0,Ethnic,Fabindia Black Mull Printed Saree
39728,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,Arrow Woman Women Pink Shirt
4373,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Aerosmith Men's Attic Black T-shirt
10256,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Stripes Green Shirts
11384,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men White & Red Check Shirt
12501,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Short Green T-shirt
31783,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Lee Women Purple Paula Pansy Top
30651,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Black Track Pants
22394,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,ADIDAS Women Ess MF3S  Black Track Pant
3364,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's Brain Blue T-shirt
16393,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Levis Men Check Black Shirts
51454,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Tonga Women Multicoloured Top
6616,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Spykar Men Linen Pink Shirt
17241,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Raspberry Wine Polo Tshirt
53303,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Locomotive Men Red T-shirt
10858,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Furious Rides White T-Shirts
5093,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Champion Burnt Out Striper Black T-shirt
59639,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Wedding Collection Sari
10064,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men puma shield tee Yellow Tshirts
13285,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Black Shorts
3700,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Tantra Women's Flower Heart Lavender Long T-shirt
42427,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Aurelia Women Green Kurta
12357,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Check Blue Shirts
26162,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers
6272,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Contrast Rib Grey T-shirt
17625,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Track Pant
15172,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Arrow Sport Men Striped Brown T-shirt
53767,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White and Blue T-shirt
20295,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Flying Machine Men Printed Blue Tshirt
37222,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Check Navy Blue Shirt
15340,Women,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Nike Women Solid Black Shorts
4717,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Disney Kids Girl's Summer Fun Fair Pink Teen Kidswear
38864,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Latin Quarters Women Purple & White Top
32562,Women,Apparel,Bottomwear,Trousers,Olive,Summer,2012.0,Casual,ONLY Women Olive Trousers
24407,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Vishudh Women Pink Printed Kurta
40142,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Core Green T-shirt
27282,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Kurta
12165,Women,Apparel,Topwear,Dupatta,Navy Blue,Fall,2011.0,Ethnic,Aurelia Women Voile Navy Blue Dupatta
3532,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Women's Hard Work Never Black T-shirt
9834,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Little Miss Women Printed Blue T-shirt
6040,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Applique Grey T-shirt
7192,Women,Apparel,Bottomwear,Jeans,Brown,Fall,2011.0,Casual,Jealous 21 Women Brown Jeggings
9894,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Indian Terrain Men Sid Black Trousers
8946,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Indigo Nation Men ID Printed Beige Trousers
22750,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,BIBA Women Printed White Kurta
7132,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Urban Yoga Women's Green T-shirt
27222,Women,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Doodle Kids Girl  Pink Capris
30295,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Planet Off White T-shirt
11740,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Stripes Grey T-shirt
10692,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy Casual Red Tshirts
57155,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Elle Women Pink Top
52427,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Winter,2015.0,Casual,Red Rose Cream Nightdress
20007,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Printed T-shirt
57969,Women,Apparel,Saree,Sarees,Black,Fall,2012.0,Ethnic,Prafful Women Black & Grren Sari
39318,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Red T-shirt
11572,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas
37282,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Tantra Women Purple Prima Donna T-shirt
5457,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,Nike Men's Perfect Navy Blue Track Pant
14000,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Men Printed Blue Jackets
20235,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Women Baroque Black T-shirt
7300,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Free Authority Men's Abstract Mix Red T-shirt
27010,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Capris
13225,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
8348,Boys,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Doodle Boy's Little Monsters Rocking Rust Kidswear
31175,Girls,Apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Gini and Jony Girls Purple Top
33246,Men,Apparel,Topwear,Shirts,Lavender,Spring,2013.0,Formal,Arrow Men Lavender Unstainable Slim Fit Shirt
41666,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Mark Taylor Men Brown Striped Shirt
32394,Women,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Arrow Woman Lavender Shirt
11116,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Indigo Nation Men Solid Grey Shirts
36734,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Spykar Women Cult White T-shirt
7764,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Inkfruit Men's Night Rider Black Yellow Orange T-shirt
16333,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Peter England Men Stripes Black Shirt
34063,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Dress
12793,Women,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Nike Women Blue Grafitti Maroon Tshirts
22334,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,John Players Men Stripes Red Polo T-Shirt
19975,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Red Polo TShirt
7556,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Aqua Polo T-shirt
34251,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2013.0,Sports,Proline Navy Shorts
6484,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Black Strip T-shirt
50714,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys white Printed T-Shirt
49639,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mineral Women Lime Green Top
19149,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Solid White Polo Tshirt
26794,Men,Apparel,Topwear,Shirts,Grey,Summer,2013.0,Formal,Arrow Men Grey Shirt
27646,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Che Guevara Men Printed Black T-shirt
43303,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Dress
2024,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Casual,ADIDAS Mens Fitted Red T-shirt
33074,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,U.S.Polo Assn. Men Green Polo T-shirt
40586,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women White Kurta
11324,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Smart Casual,United Colors of Benetton Men Black and Brown Checked Trousers
14656,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Funky Print White Tshirts
5201,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Superman Men's Anger Moon Blue T-shirt
52043,Unisex,Apparel,Topwear,Rain Jacket,Navy Blue,Summer,2012.0,,Just Natural Unisex Navy Blue Jacket
10030,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Women As See The Win Black T-Shirts
39788,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Peter England Men Maroon Purple Shirt
4929,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Vanida Blue Dungree Kidswear
7790,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Proline Men Olive Green Polo T-shirt
51400,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Formal,Myntra Men Yellow Shirt
34097,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Doodle Boys Printed Green T-shirt
3330,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,RCB Mens Fangear Polo Jersey
19981,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White TShirt
23212,Women,Apparel,Topwear,Kurtis,Black,Fall,2011.0,Ethnic,Aneri Women Silver Moon Black Kurti
3102,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Boarding Grey T-shirt
42225,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top
13487,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Spykar Men Stripes Blue Shirts
30605,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Casual,Nike Men Classic Jersey Grey Track Pants
33080,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Printed Cream T-Shirt
40572,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,W Women Blue Kurta
24037,Men,Apparel,Topwear,Tshirts,Beige,Fall,2011.0,Casual,Locomotive Men Printed Beige T-shirt
4327,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Kid's Unisex Cute Mom Turqoise Kidswear
6014,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Black & White Checked Slim Fit Shirt
50384,Women,Apparel,Bottomwear,Salwar and Dupatta,Black,Summer,2012.0,Ethnic,Vishudh Women Black Salwar and Dupatta
9860,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirts
54724,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2012.0,Ethnic,Shree Women Black and Yellow Printed Patiala Kurta Set
42641,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,W Women Blue Kurta
12131,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Aurelia Women Solid Purple Kurtas
21121,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,s.Oliver Men Check Navy Blue Shirt
38830,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Latin Quarters Women Navy Blue Printed Dress
11586,Women,Apparel,Topwear,Kurtas,Beige,Summer,2011.0,Ethnic,W Women Printed Beige Kurtas
56241,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Grey Pyjama Set
10454,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Men Gloden Haze Yellow Tshirts
6226,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Lee Men's Medal Pink Granite T-shirt
22596,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Red T-shirt
2686,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Women's Chirfhy Black T-shirt
18639,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Puma Men V.11 Cat Midnight Navy Tshirts
12303,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Check Red Shirts
26136,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers
31181,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Printed Blue T-shirt
3754,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Music Revolution Blue T-shirt
44925,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Jack & Jones Men Brown Jeans
32199,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Men Printed Beige Kurta
14669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Striped Shirt
25912,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012.0,Casual,Femella Women Cream Leggings
7569,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's As Miler UV SS Blue T-shirt
18898,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Solid White Shirt
28631,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Sports,Nike Men Pintuck Navy Blue Track Pants
16902,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Status Quo Men Stripes White Tshirt
19176,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Check Black Shirt
54985,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017.0,Casual,Femella Women Printed Blue Lounge Pants
22905,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2011.0,Formal,Mark Taylor Men Black Striped Trousers
2229,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men Sunset White Polo T-shirt
18296,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Aneri Women Ekta Pink Kurta
5830,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Puma Men Edition White T-shirt
33279,Unisex,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Kids Unisex Blue Jeans
39743,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini Jony Girls Printed White Top
11129,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Urban Yoga Men Solid Blue Track Pants
34438,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Women Cute Dog White T-shirt
46018,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Green Kurta
30098,Men,Apparel,Bottomwear,Jeans,Black,Winter,2016.0,Casual,Flying Machine Men Washed Black Jeans
19720,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black Striped Shirt
39327,Girls,Apparel,Bottomwear,Leggings,Green,Summer,2012.0,Casual,Gini and Jony Girls Green Leggings
25778,Men,Apparel,Topwear,Suspenders,Blue,Summer,2012.0,Formal,Arrow Men Blue Suspenders
24498,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Mother Earth Women Brown Printed Kurta
4788,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men's Demon White T-shirt
52418,Women,Apparel,Loungewear and Nightwear,Nightdress,Off White,Winter,2015.0,Casual,Red Rose Women Cream Nightdress
20038,Women,Apparel,Bottomwear,Stockings,Beige,Fall,2011.0,Casual,United Colors of Benetton Women Beige Striped Tights
57956,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,Prafful Green Printed Sari
13814,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Pack of 3 Printed T-shirts
7931,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Puma Men Jersey Long Grey Track Pant
30850,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Fabindia Women Printed Multi Coloured Kurta
6219,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Lee Men's Quill White T-shirt
26935,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress
9251,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt
8383,Girls,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Girl's Raw Edges Light Blue Teen Kidswear
15119,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2012.0,Formal,Arrow Men Stripes Grey Trousers
59838,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2010.0,Casual,United Colors of Benetton Men Navy Blue Shirt
21922,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,2011.0,Ethnic,Biba Women Purple Printed Churidar Kurta with Dupatta
40129,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony BoysCore Navy Blue Shirt
23649,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Disney Men White Printed T-shirt
12932,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Classic Polo Men Insignia Pink Tshirts
9063,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Mark Taylor Men Pink Striped Shirt
4318,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Men Kya Boss Orange Kidswear
52088,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Women Grey T-shirt
3901,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Disney Kids Girl's Pooh Denim Blue Skirt
19182,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,United Colors Of Benetton Men Maroon Check Shirt
54971,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,Femella Women Grey Dress
12758,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
9635,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Blue White Shirts
48512,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,French Connection Women Grey Top
18262,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Aneri Women Himani Brown Kurta
4916,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Vollie White Infant Kidswear
10833,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Wrangler Men Rope Embro Polo Red T-Shirt
59652,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Mustard & Purple Evening Wear Sari
11581,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2011.0,Ethnic,W Women Printed Yellow Kurtas
10453,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Men Gloden Haze Yellow Tshirts
15121,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Arrow Men Autoflex Charcoal Trousers
30868,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,Fabindia Women Off White Kurta
22591,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Nike Men Stripes Grey Sweatshirt
2681,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's Serial Black T-shirt
9269,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Scullers Men Scul Maroon Shirts
3753,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Music Revolution Black T-shirt
12304,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Stripes Red Shirts
50383,Women,Apparel,Bottomwear,Salwar and Dupatta,Red,Summer,2012.0,Ethnic,Vishudh Women Printed Red Salwar and Dupatta
9867,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Stripes Black Tshirts
23671,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men White T-shirt
6013,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White Purple Black Grey Checked Shirt
54723,Women,Apparel,Apparel Set,Kurta Sets,Magenta,Summer,2012.0,Ethnic,Shree Women Magenta and Yellow Printed Patiala Kurta Set
26303,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
12136,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Solid Black Kurtas
42646,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Alma Women Cream Printed Kurta
8189,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laird Blue Shirts
10661,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot  Ice Wash Blue Shorts
21126,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,s.Oliver Women White Shirt
4744,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Sports,ADIDAS Men's Blue Polo T-shirt
38837,Women,Apparel,Dress,Dresses,Pink,Fall,2012.0,Casual,Latin Quarters Women Pink Printed Dress
3939,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Jealous 21 Women's Lavender Trendy T-shirt
23215,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aneri Women Nivedita Black Kurta
6477,Men,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Men Top White Jacket
18854,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Athletic White Polo Tshirt
42222,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,Sepia Women Grey Tunic
3105,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Probase Men's Wtf Pink T-Shirt
30602,Boys,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Boys Basketball Black Shorts
40575,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White Kurta
32969,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Angry Birds Men Printed Blue T-shirt
4320,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Good Morning Orange Kidswear
24202,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Blue Jeans
41695,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Superman Men Navy Blue Printed Shorts
51407,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Myntra Men Blue Shirt
54949,Men,Apparel,Topwear,Sweatshirts,Grey Melange,Summer,2012.0,Casual,Do u speak green Men Grey Sweatshirt
23027,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Blue Striped Shirt
3337,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Hero Within Black T-shirt
19388,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men Green South Africa Cricket Jersey
12760,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Spykar Women Blue Washed Jeans
7551,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's As Walkthrough White T-shirt
50713,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Yellow Printed T-Shirt
34256,Men,Apparel,Bottomwear,Tracksuits,Black,Summer,2013.0,Sports,Proline Men Black Solid Tracksuits
26793,Men,Apparel,Topwear,Shirts,Lavender,Summer,2013.0,Formal,Arrow Men Lavender Shirt
2023,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Chrome Graphic T-shirt
43304,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,United Colors of Benetton Women White Shirt
40581,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Black Kurta
33073,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,U.S.Polo Assn. Men Green Polo T-shirt
52878,Women,Apparel,Saree,Sarees,Red,Summer,2012.0,Ethnic,FNF Red Sari
11323,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
14651,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Probase Men Punk Green Tshirts
52044,Unisex,Apparel,Topwear,Rain Jacket,Black,Summer,2012.0,,Just Natural Unisex Black and Olive Reversible Rain Jacket
36501,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Folklore Women White Printed Kurta
33241,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Striped Shirt
